0;0.5157975610922028
50;0.36046514932610846
100;0.2795937132785028
150;0.21527412805951235
200;0.14222386738217985
250;0.08460902241043475
300;0.05434741021764439
350;0.03865188247346204
400;0.029555550229531786
450;0.023756197446746084
500;0.019766030187359167
550;0.016880469186262962
600;0.014699941481124908
650;0.012997666370553404
700;0.011637571614625426
750;0.010525053646163976
800;0.009599958724983208
850;0.00881913165872107
900;0.008151905758738707
950;0.007575301626073776
1000;0.007072454561154953
1050;0.006630075761175972
1100;0.006238314663526109
1150;0.005889055815152378
1200;0.005575622341291095
1250;0.0052929421925617965
1300;0.005036739139123605
1350;0.004803555504205511
1400;0.004590429611595066
1450;0.0043948511521895986
1500;0.004214939747152445
1550;0.004048764886807581
1600;0.003894857520903302
1650;0.003751951892742805
1700;0.003618905314628589
1750;0.003494741960550501
1800;0.003378615361429543
1850;0.003269755792694215
1900;0.0031675554102040242
1950;0.0030714238282217496
